-90.1771755,38.5632961,"McDonalds-Cahokia,IL","1110 Camp Jackson Rd, Cahokia,IL, (618) 337-9150|Services:dt/wifi"
-87.576211,41.622765,"McDonalds-Calumet City,IL","2004 Sibley Blvd, Calumet City,IL, (708) 730-0188|Services:dt/wifi"
-87.5404295,41.5997916,"McDonalds PlayPlace-Calumet City,IL","656 River Oaks Drive, Calumet City,IL, (708) 862-9707|Services:dt/wifi/pp"
-87.6609601,41.6628369,"McDonalds-Calumet Park,IL","12700 South Ashland, Calumet Park,IL, (708) 388-6114|Services:dt/wifi"
-90.0349076,40.5663115,"McDonalds PlayPlace-Canton,IL","10 East Sycamore, Canton,IL, (309) 647-8333|Services:dt/wifi/pp"
-89.1645868,37.7424608,"McDonalds PlayPlace-Carbondale,IL","1396 E Main St, Carbondale,IL, (618) 457-5220|Services:dt/wifi/pp"
-89.21955,37.69947,"McDonalds-Carbondale,IL","1920 S Illinois Ave, Carbondale,IL, (618) 457-7344|Services:dt/wifi"
-89.8890806,39.279705,"McDonalds PlayPlace-Carlinville,IL","733 W Main, Carlinville,IL, (217) 854-4481|Services:dt/wifi/pp"
-89.371928,38.627463,"McDonalds-Carlyle,IL","18010 William Rd, Carlyle,IL, (618) 594-4474|Services:dt/wifi"
-88.17775,38.07921,"McDonalds PlayPlace-Carmi,IL","1300 W Main St/rt 4 Box 15, Carmi,IL, (618) 382-8054|Services:dt/wifi/pp"
-88.1503453,41.9387171,"McDonalds PlayPlace-Carol Stream,IL","1335 County Farm Rd, Carol Stream,IL, (630) 830-8810|Services:dt/wifi/pp"
-88.1026039,41.8948574,"McDonalds-Carol Stream,IL","355 S Schmale Rd, Carol Stream,IL, (630) 668-5282|Services:dt/wifi"
-88.257904,42.1051022,"McDonalds PlayPlace-Carpentersville,IL","1660 Kennedy Dr, Carpentersville,IL, (847) 428-9137|Services:dt/wifi/pp"
-88.335648,42.123643,"McDonalds-Carpentersville,IL","2290 Randall Rd, Carpentersville,IL, (847) 836-0901|Services:dt/wifi"
-89.0730865,37.7454252,"McDonalds-Carterville,IL","400 E Plaza Dr, Carterville,IL, (618) 985-2070|Services:dt/wifi"
-88.2555526,42.2167056,"McDonalds-Cary,IL","678 Northwest Hwy [rt 14], Cary,IL, (847) 639-1181|Services:dt/wifi"
-87.98604,39.31405,"McDonalds-Casey,IL","940 N Rte49 [il-49 & I-70], Casey,IL, (217) 932-5999|Services:dt/wifi"
-90.0458482,38.6131635,"McDonalds PlayPlace-Caseyville,IL","1 Rauckman Dr, Caseyville,IL 62232, (618) 397-8903|Services:dt/wifi/pp"
-89.1589112,38.5329351,"McDonalds-Centralia,IL","1485 W Broadway, Centralia,IL, (618) 532-2222|Services:dt/wifi"
-89.1252624,38.5260994,"McDonalds PlayPlace-Centralia,IL","810 East Broadway, Centralia,IL, (618) 532-6511|Services:dt/wifi/pp"
-88.244652,40.0980194,"McDonalds-Champaign,IL","1605 S Neil, Champaign,IL, (217) 356-6679|Services:dt/wifi"
-88.2435649,40.1331139,"McDonalds PlayPlace-Champaign,IL","1812 North Neil, Champaign,IL, (217) 359-5251|Services:dt/wifi/pp"
-88.2931848,40.0983928,"McDonalds PlayPlace-Champaign,IL","2909 W Kirby Ave, Champaign,IL, (217) 359-3856|Services:dt/wifi/pp"
-88.2393091,40.1560881,"McDonalds-Champaign,IL","4910 N Market Street, Champaign,IL, (217) 643-7918|Services:dt/wifi"
-88.2769329,40.1196801,"McDonalds-Champaign,IL","501 North Mattis, Champaign,IL, (217) 359-0588|Services:dt/wifi"
-88.22961,40.11064,"McDonalds-Champaign,IL","616 E Green St, Champaign,IL 61820, (217) 384-4834|Services:dt/wifi"
-88.259159,40.13269,"McDonalds-Champaign,IL","906 Bloomington Rd, Champaign,IL 61821, (217) 355-4862|Services:dt/wifi"
-88.2361701,41.4226347,"McDonalds-Channahon,IL","24061 W Eames, Channahon,IL, (815) 467-7995|Services:dt/wifi"
-88.197478,41.454437,"McDonalds-Channahon,IL","26953 West Eames, Channahon,IL, (815) 467-8109|Services:dt/wifi"
-88.1818102,39.484345,"McDonalds-Charleston,IL","12 W Lincoln, Charleston,IL, (217) 348-0215|Services:dt/wifi"
-89.7045317,39.6777699,"McDonalds-Chatham,IL","490 N Main St, Chatham,IL, (217) 483-7159|Services:dt/wifi"
-88.7334055,40.7424048,"McDonalds PlayPlace-Chenoa,IL","504 Hoselton Dr, Chenoa,IL, (815) 945-2222|Services:dt/wifi/pp"
-89.8047503,37.9277075,"McDonalds PlayPlace-Chester,IL","2208 State St, Chester,IL, (618) 826-2895|Services:dt/wifi/pp"
-87.627777,41.896946,"McDonalds-Chicago,IL","10 E Chicago Ave, Chicago,IL, (312) 649-9262|Services:dt/wifi"
-87.6552018,41.9654319,"McDonalds-Chicago,IL","1004 West Wilson, Chicago,IL, (773) 275-9885|Services:dt/wifi"
-87.701641,41.705515,"McDonalds PlayPlace-Chicago,IL","10320 S Kedzie Ave, Chicago,IL, (773) 238-1216|Services:dt/wifi/pp"
-87.631311,41.877837,"McDonalds-Chicago,IL","111 W Jackson, Chicago,IL, (312) 922-4298|Services:wifi"
-87.6420782,41.6864636,"McDonalds-Chicago,IL","11421 S Halsted, Chicago,IL, (773) 568-4663|Services:dt/wifi"
-87.625734,41.883853,"McDonalds-Chicago,IL","119 North Wabash, Chicago,IL, (312) 977-1970|Services:wifi"
-87.66188,41.88566,"McDonalds-Chicago,IL","1380 W Lake St, Chicago,IL 60607, (312) 243-0312|Services:dt/wifi"
-87.588816,41.736604,"McDonalds-Chicago,IL","1443 E 87th St, Chicago,IL, (773) 221-2541|Services:dt/wifi"
-87.6615541,41.8085254,"McDonalds PlayPlace-Chicago,IL","1454 W 47th St, Chicago,IL, (773) 890-1004|Services:dt/wifi/pp"
-87.63452,41.91102,"McDonalds-Chicago,IL","1563 N Wells [satellite], Chicago,IL, (312) 266-2633|Services:wifi"
-87.6641851,41.721126,"McDonalds-Chicago,IL","1637 W 95th St, Chicago,IL, (773) 429-1300|Services:dt/wifi"
-87.6607136,41.858373,"McDonalds-Chicago,IL","1664 S Blue Island, Chicago,IL, (312) 226-6147|Services:dt/wifi"
-87.6719984,41.9250957,"McDonalds-Chicago,IL","1737 W Fullerton, Chicago,IL, (773) 244-4001|Services:dt/wifi"
-87.6333433,41.879381,"McDonalds-Chicago,IL","180 W Adams, Chicago,IL, (312) 580-0773|Services:wifi"
-87.6758725,41.9978946,"McDonalds-Chicago,IL","1831 W Devon/ridge, Chicago,IL, (773) 381-2252|Services:dt/wifi"
-87.5759209,41.7224755,"McDonalds-Chicago,IL","1951 E 95th St, Chicago,IL, (773) 768-3355|Services:dt/wifi"
-87.686943,41.917088,"McDonalds-Chicago,IL","1951 N Western Ave, Chicago,IL, (773) 276-2367|Services:dt/wifi"
-87.6773528,41.8959045,"McDonalds-Chicago,IL","2005 W Chicago Ave, Chicago,IL, (312) 226-4818|Services:dt/wifi"
-87.63255,41.89,"McDonalds-Chicago,IL","203 N Lasalle St, Chicago,IL 60601, (312) 332-0482|Services:wifi"
-87.621174,41.830828,"McDonalds-Chicago,IL","207 E 35th St, Chicago,IL, (312) 842-3986|Services:dt/wifi"
-87.6395706,41.878465,"McDonalds-Chicago,IL","225 S Canal St, Chicago,IL, (312) 627-9234|Services:wifi"
-87.6863895,41.8819623,"McDonalds-Chicago,IL","23 N Western Avenue, Chicago,IL, (312) 243-3599|Services:dt/wifi"
-87.6308475,41.8813061,"McDonalds-Chicago,IL","23 S Clark, Chicago,IL, (312) 580-0214|Services:wifi"
-87.745785,41.92293,"McDonalds PlayPlace-Chicago,IL","2317 N Cicero, Chicago,IL, (773) 637-3590|Services:dt/wifi/pp"
-87.6244561,41.8862141,"McDonalds-Chicago,IL","233 N Michigan, Chicago,IL, (312) 540-0721|Services:wifi"
-87.634781,41.877867,"McDonalds-Chicago,IL","233 W Jackson, Chicago,IL, (312) 583-0682|Services:wifi"
-87.7659681,41.9232314,"McDonalds-Chicago,IL","2350 N Central, Chicago,IL, (773) 622-4405|Services:dt/wifi"
-87.649912,41.925735,"McDonalds-Chicago,IL","2400 N Lincoln Ave [satellite], Chicago,IL, (773) 388-3621|Services:wifi"
-87.5651003,41.751737,"McDonalds-Chicago,IL","2425 E 79th St, Chicago,IL, (773) 768-0153|Services:dt/wifi"
-87.6865815,41.8520255,"McDonalds PlayPlace-Chicago,IL","2438 W Cermak, Chicago,IL, (773) 927-8643|Services:dt/wifi/pp"
-87.61675,41.847049,"McDonalds-Chicago,IL","2525 S Martin Luther King Dr, Chicago,IL, (312) 842-8643|Services:dt/wifi"
-87.6937925,41.9467104,"McDonalds PlayPlace-Chicago,IL","2608 West Addison, Chicago,IL, (773) 477-8687|Services:dt/wifi/pp"
-87.7050209,41.8442544,"McDonalds PlayPlace-Chicago,IL","2609 S Kedzie Ave, Chicago,IL, (773) 847-1601|Services:dt/wifi/pp"
-87.6437675,41.9305089,"McDonalds-Chicago,IL","2635 North Clark Street, Chicago,IL, (773) 549-6272|Services:dt/wifi"
-87.7095209,41.9303662,"McDonalds-Chicago,IL","2707 N Milwaukee Ave, Chicago,IL, (773) 342-4052|Services:dt/wifi"
-87.7857456,41.9304613,"McDonalds PlayPlace-Chicago,IL","2754 N Narragansett, Chicago,IL, (773) 237-1500|Services:dt/wifi/pp"
-87.668878,41.933573,"McDonalds PlayPlace-Chicago,IL","2834 N Ashland Ave, Chicago,IL, (773) 528-7503|Services:dt/wifi/pp"
-87.6229555,41.7363196,"McDonalds-Chicago,IL","29 E 87th St, Chicago,IL, (773) 874-6800|Services:dt/wifi"
-87.636026,41.882836,"McDonalds-Chicago,IL","29 N Wacker, Chicago,IL, (312) 456-4307|Services:wifi"
-87.634363,41.88893,"McDonalds-Chicago,IL","300 N Wells -Merch Mr [spaces 205 & 207], Chicago,IL, (312) 644-2090|Services:wifi"
-87.64638,41.83962,"McDonalds-Chicago,IL","3020 S Halsted St [satellite], Chicago,IL, (312) 949-9774|Services:wifi"
-87.707575,42.012065,"McDonalds PlayPlace-Chicago,IL","3122 W Touhy Ave, Chicago,IL, (773) 338-3122|Services:dt/wifi"
-87.7083031,41.9757107,"McDonalds-Chicago,IL","3154 W Foster Ave, Chicago,IL, (773) 539-4046|Services:dt/wifi"
-87.7056865,41.8663946,"McDonalds-Chicago,IL","3200 West Roosevelt, Chicago,IL, (773) 533-5336|Services:dt/wifi"
-87.7106959,41.990316,"McDonalds PlayPlace-Chicago,IL","3241 W Peterson, Chicago,IL, (773) 588-8860|Services:dt/wifi/pp"
-87.7087893,41.9100571,"McDonalds-Chicago,IL","3245 W North Avenue, Chicago,IL, (773) 227-8928|Services:dt/wifi"
-87.8068674,41.9445524,"McDonalds PlayPlace-Chicago,IL","3540 N Harlem Ave, Chicago,IL, (773) 622-8811|Services:dt/wifi/pp"
-87.7470721,41.9457276,"McDonalds-Chicago,IL","3548-3550 N Cicero, Chicago,IL, (773) 283-0157|Services:dt/wifi"
-87.62547,41.72192,"McDonalds-Chicago,IL","36 W 95th St, Chicago,IL 60628, (773) 568-7910|Services:dt/wifi"
-87.628724,41.884834,"McDonalds-Chicago,IL","36 W Randolph, Chicago,IL, (312) 759-2128|Services:wifi"
-87.7181441,41.9535924,"McDonalds-Chicago,IL","3615 W Irving Park Rd, Chicago,IL, (773) 463-1585|Services:dt/wifi"
-87.7247936,41.9681567,"McDonalds-Chicago,IL","3855 W Lawrence Ave, Chicago,IL, (773) 588-9136|Services:dt/wifi"
-87.688569,41.82339,"McDonalds PlayPlace-Chicago,IL","3867 Archer Ave, Chicago,IL, (773) 254-1575|Services:dt/wifi/pp"
-87.728586,41.939255,"McDonalds-Chicago,IL","4038 W Belmont Ave, Chicago,IL, (773) 282-1960|Services:dt/wifi"
-87.525079,41.702393,"McDonalds-Chicago,IL","4047 East 106th Street, Chicago,IL, (773) 721-7171|Services:dt/wifi"
-87.6652804,41.8184937,"McDonalds-Chicago,IL","4158 S Ashland, Chicago,IL, (773) 847-2763|Services:dt/wifi"
-87.7475637,41.9592912,"McDonalds-Chicago,IL","4320 N Cicero, Chicago,IL, (773) 283-5544|Services:dt/wifi"
-87.7324167,41.8440399,"McDonalds PlayPlace-Chicago,IL","4334 West 26th Street, Chicago,IL, (773) 762-9211|Services:dt/wifi"
-87.735077,41.91002,"McDonalds PlayPlace-Chicago,IL","4338 W North Ave, Chicago,IL, (773) 384-8165|Services:dt/wifi/pp"
-87.7083681,41.9640777,"McDonalds-Chicago,IL","4546 N Kedzie Ave, Chicago,IL, (773) 583-4394|Services:dt/wifi"
-87.8367708,41.9635309,"McDonalds-Chicago,IL","4550 N Cumberland, Chicago,IL, (773) 625-4343|Services:dt/wifi"
-87.7423516,41.9315787,"McDonalds-Chicago,IL","4601 W Diversey, Chicago,IL, (773) 394-0991|Services:dt/wifi"
-87.7432237,41.807271,"McDonalds-Chicago,IL","4704 S Cicero Avenue, Chicago,IL, (773) 284-9713|Services:dt/wifi"
-87.689662,41.969914,"McDonalds-Chicago,IL","4844 N Lincoln Ave, Chicago,IL, (773) 334-0033|Services:dt/wifi"
-87.7631174,41.9705971,"McDonalds-Chicago,IL","4946 N Milwaukee Avenue, Chicago,IL, (773) 777-2327|Services:dt/wifi"
-87.6397129,41.8818756,"McDonalds-Chicago,IL","500 W Madison St, Chicago,IL, (312) 906-8077|Services:wifi"
-87.7503155,41.8803917,"McDonalds-Chicago,IL","5015 W Madison, Chicago,IL, (773) 378-1470|Services:dt/wifi"
-87.655079,41.976228,"McDonalds-Chicago,IL","5130 North Sheridan Road, Chicago,IL, (773) 275-9035|Services:dt/wifi"
-87.754794,41.9094487,"McDonalds-Chicago,IL","5133 W North Ave, Chicago,IL, (773) 237-8655|Services:dt/wifi"
-87.7548281,41.8948685,"McDonalds-Chicago,IL","5153 W Chicago Ave, Chicago,IL, (773) 287-4687|Services:dt/wifi"
-87.588279,41.801278,"McDonalds-Chicago,IL","5200 S Lake Park, Chicago,IL, (773) 288-2161|Services:dt/wifi"
-87.722567,41.796933,"McDonalds-Chicago,IL","5253 S Pulaski, Chicago,IL, (773) 284-9684|Services:dt/wifi"
-87.6415869,41.8818567,"McDonalds-Chicago,IL","555 W Madison, Chicago,IL, (312) 902-2600|Services:wifi"
-87.669134,41.983808,"McDonalds-Chicago,IL","5614 N Clark St, Chicago,IL, (773) 989-9250|Services:dt/wifi"
-87.7657232,41.8655184,"McDonalds-Chicago,IL","5624 W Roosevelt Rd, Chicago,IL, (773) 921-0056|Services:dt/wifi"
-87.7690607,41.9530246,"McDonalds-Chicago,IL","5656 W Irving Park Rd, Chicago,IL, (773) 545-8686|Services:dt/wifi"
-87.702983,41.788756,"McDonalds PlayPlace-Chicago,IL","5733 S Kedzie Ave, Chicago,IL, (773) 471-1858|Services:dt/wifi/pp"
-87.607689,41.685718,"McDonalds-Chicago,IL","600 E 115th St, Chicago,IL, (773) 995-8560|Services:dt/wifi"
-87.6096669,41.8921254,"McDonalds-Chicago,IL","600 E Grand Ave, Chicago,IL, (312) 832-1640|Services:dt/wifi"
-87.631602,41.89281,"McDonalds-Chicago,IL","600 N Clark, Chicago,IL, (312) 867-0455|Services:dt/wifi"
-87.783446,41.9928595,"McDonalds-Chicago,IL","6125 N Milwaukee Ave, Chicago,IL, (773) 631-7817|Services:dt/wifi"
-87.6603977,41.9953846,"McDonalds-Chicago,IL","6231 N Broadway, Chicago,IL, (773) 743-1316|Services:dt/wifi"
-87.6641048,41.7781411,"McDonalds-Chicago,IL","6336 S Ashland, Chicago,IL, (773) 436-2519|Services:dt/wifi"
-87.742503,41.775539,"McDonalds PlayPlace-Chicago,IL","6430 S Cicero, Chicago,IL, (773) 284-8996|Services:dt/wifi/pp"
-87.6177339,41.8938991,"McDonalds-Chicago,IL","645 N Mcclurg Ct, Chicago,IL, (312) 944-5665|Services:wifi"
-87.587011,41.774556,"McDonalds-Chicago,IL","6560 S Stoney Island Ave, Chicago,IL, (773) 493-5800|Services:dt/wifi"
-87.68353,41.77549,"McDonalds-Chicago,IL","65th & Western, Chicago,IL, (773) 434-6048|Services:dt/wifi"
-87.789822,41.7922081,"McDonalds PlayPlace-Chicago,IL","6720 W Archer Ave, Chicago,IL, (773) 229-9841|Services:dt/wifi/pp"
-87.7224784,41.7699565,"McDonalds-Chicago,IL","6737 South Pulaski Avenue, Chicago,IL, (773) 284-9350|Services:dt/wifi"
-87.6728601,42.0047255,"McDonalds-Chicago,IL","6740 N Clark, Chicago,IL, (773) 262-4125|Services:dt/wifi"
-87.690457,42.006902,"McDonalds-Chicago,IL","6900 North Western Avenue, Chicago,IL, (773) 274-6151|Services:dt/wifi"
-87.626636,41.7690736,"McDonalds-Chicago,IL","6900 S Lafayette, Chicago,IL, (773) 994-0690|Services:dt/wifi"
-87.6237468,41.794668,"McDonalds-Chicago,IL","70 E Garfield, Chicago,IL, (773) 924-0821|Services:dt/wifi"
-87.6073418,41.8095255,"McDonalds-Chicago,IL","740 E 47th St, Chicago,IL, (773) 924-6070|Services:dt/wifi"
-87.632053,41.755683,"McDonalds-Chicago,IL","7601 S Vincennes Avenue, Chicago,IL, (773) 723-4700|Services:dt/wifi"
